internal_id,Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
94627334,47PF0020D0012,2020-04-01,260457.14,CORNERSTONE CONSTRUCTION GROUP LLC,"LANDSCAPE MAINTENANCE&SERVICES AT STANLEY J ROSZKOWSKI US COURTHOUSE, 327 S. CHURCH ST, ROCKFORD, IL 61101",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0012_4740
93687587,70RFPW20DWA000001,2020-04-01,100000.0,CDA INCORPORATED,PROTECTIVE SECURITY OFFICER (PSO) SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Homeland Security,Office of Procurement Operations,Department of Homeland Security,Office of the Under Secretary for Management,766,department-of-homeland-security,CONT_IDV_70RFPW20DWA000001_7001
96084670,68HERC20D0013,2020-03-31,25000.0,AVANTI CORPORATION,"THE UNITED STATES ENVIRONMENTAL PROTECTION AGENCY (EPA) OFFICE OF WATER (OW), REQUIRES TECHNICAL AND ADMINISTRATIVE CONTRACTOR SUPPORT TO SPAN ACROSS OW'S IMMEDIATE OFFICE (IO), OFFICE OF GROUNDWATER AND DRINKING WATER (OGWDW), OFFICE OF SCIENCE",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC20D0013_6800
96084669,68HERC20D0012,2020-03-31,25000.0,"S C & A, INC.","THE UNITED STATES ENVIRONMENTAL PROTECTION AGENCY (EPA) OFFICE OF WATER (OW), REQUIRES TECHNICAL AND ADMINISTRATIVE CONTRACTOR SUPPORT TO SPAN ACROSS OW'S IMMEDIATE OFFICE (IO), OFFICE OF GROUNDWATER AND DRINKING WATER (OGWDW), OFFICE OF SCIENCE",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC20D0012_6800
96031166,15UC0C20D00001391,2020-03-26,313500.0,ORION REGISTRAR INC,R2 AUDITS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison Industries / Unicor,Department of Justice,Federal Prison Industries / Unicor,252,department-of-justice,CONT_IDV_15UC0C20D00001391_1542
96114743,12475620D0001,2020-03-24,82047.3,"COPPERHEAD ENVIRONMENTAL CONSULTING, INC",BIOLOGICAL SURVEY SERVICES ON LANDS WITHIN THE CHEROKEE NATIONAL FOREST ADMINISTRATIVE BOUNDARIES IN EAST TENNESSEE.  COR: MARK PISTRANG AT 423 476-9757  PERIOD OF PERFORMANCE: BASE PERIOD       04/01/2020 THRU 03/31/2021 OPTION YEAR 1 - 04/01/,INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['1', 'Q']",Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12475620D0001_12C2
96034182,47QSCC20D0009,2020-03-24,33389.0,"ASSET GROUP, INC.",WIPES AND SPRAYS,INDEFINITE DELIVERY / REQUIREMENTS,,General Services Administration,Federal Acquisition Service,General Services Administration,Federal Acquisition Service,614,general-services-administration,CONT_IDV_47QSCC20D0009_4732
96034181,47QSCC20D0008,2020-03-24,43966.08,"ASSET GROUP, INC.",HAND SANITIZER,INDEFINITE DELIVERY / REQUIREMENTS,,General Services Administration,Federal Acquisition Service,General Services Administration,Federal Acquisition Service,614,general-services-administration,CONT_IDV_47QSCC20D0008_4732
95994746,36C10G20D0018,2020-03-23,20000.0,INVACARE CORP,HOSPITAL BEDS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C10G20D0018_3600
95391371,68HERC20D0021,2020-03-23,97545.1,"SPECPRO PROFESSIONAL SERVICES, LLC",TOXICOLOGICAL AND ECOLOGICAL SUPPORT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERC20D0021_6800
95689470,1305M220DNCNL0064,2020-03-21,12500.0,"QUANTUM SPATIAL, INC.","NATIONAL OCEAN SERVICE - NATIONAL GEODETIC SURVEY, REMOTE SENSING DIVISION - SHORELINE MAPPING SUPPORT SERVICES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Commerce,National Oceanic and Atmospheric Administration,Department of Commerce,National Oceanic and Atmospheric Administration,183,department-of-commerce,CONT_IDV_1305M220DNCNL0064_1330
96206257,36C26020A0013,2020-03-20,20000.0,"SAGE PRODUCTS, LLC",HOSPITAL WARMERS,BPA,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C26020A0013_3600
95994745,28321320D00060008,2020-03-20,21672.0,"NASATKA BARRIER, INCORPORATED","PREVENTATIVE AND CORRECTIVE MAINTENANCE SERVICES AND EMERGENCY REPAIRS, AS NEEDED, FOR ALL GROUND RETRACTABLE NASATKA CRASH PLATE BARRIERS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Social Security Administration,Social Security Administration,Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321320D00060008_2800
96269641,47PM0420D0001,2020-03-19,1000.0,"ROMEM AQUA SYSTEMS COMPANY, INC",GENERAL CONSTRUCTION SERVICES INDEFINITE DELIVERY INDEFINITE QUANTITY MULTIPLE AWARD TASK ORDER CONTRACT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0420D0001_4740
96031164,15BRRC20D00000295,2020-03-19,825576.52,"ALSTON WILKES SOCIETY, INC","RESIDENTIAL REENTRY CENTER SERVICES  UNDER JUSTIFICATION FOR OTHER THAN FULL AND OPEN COMPETITION PROCEDURES FOR MALE AND FEMALE OFFENDERS IN MICHIGAN CITY, INDIANA.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15BRRC20D00000295_1540
95903094,693KA820D00004,2020-03-19,587486.0,"SENECA TELECOMMUNICATIONS, LLC",IDIQ CONTRACT FOR THE PURCHASE OF FIBER OPTIC CABLE OF VARIOUS TYPES AND CABLE CONNECTORS OF VARIOUS TYPES.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Transportation,Federal Aviation Administration,Department of Transportation,Federal Aviation Administration,731,department-of-transportation,CONT_IDV_693KA820D00004_6920
95903081,1305M220DNCNL0065,2020-03-19,12500.0,"WOOLPERT, INC.","NATIONAL OCEAN SERVICE - NATIONAL GEODETIC SURVEY, REMOTE SENSING DIVISION - SHORELINE MAPPING SUPPORT SERVICES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Commerce,National Oceanic and Atmospheric Administration,Department of Commerce,National Oceanic and Atmospheric Administration,183,department-of-commerce,CONT_IDV_1305M220DNCNL0065_1330
95689485,75N98020D00042,2020-03-19,1231737.6,"REMEDYBIZ, INC.",PROFESSIONAL SERVICES WILL BE PROVIDED BY CONTRACTOR FOR OALM,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98020D00042_7529
95844345,1305M220DNCNL0063,2020-03-18,12500.0,"FUGRO USA LAND, INC.","NATIONAL OCEAN SERVICE - NATIONAL GEODETIC SURVEY, REMOTE SENSING DIVISION - SHORELINE MAPPING SUPPORT SERVICES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Commerce,National Oceanic and Atmospheric Administration,Department of Commerce,National Oceanic and Atmospheric Administration,183,department-of-commerce,CONT_IDV_1305M220DNCNL0063_1330
95689469,1305M220DNCNL0062,2020-03-17,12500.0,DEWBERRY ENGINEERS INC.,"NATIONAL OCEAN SERVICE - NATIONAL GEODETIC SURVEY, REMOTE SENSING DIVISION - SHORELINE MAPPING SUPPORT SERVICES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Commerce,National Oceanic and Atmospheric Administration,Department of Commerce,National Oceanic and Atmospheric Administration,183,department-of-commerce,CONT_IDV_1305M220DNCNL0062_1330
95689478,36C25720D0027,2020-03-15,700000.0,DIGNITY HEALTHCARE LLC,"COMMUNITY NURSING HOME SERVICES IN UVALDE, TEXAS.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C25720D0027_3600
96009585,70Z08520DP45A7600,2020-03-13,1.0,"MARE ISLAND DRY DOCK, LLC",IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['9'],Department of Homeland Security,U.S. Coast Guard,Department of Homeland Security,U.S. Coast Guard,766,department-of-homeland-security,CONT_IDV_70Z08520DP45A7600_7008
95632678,89303020DLM000001,2020-03-13,500000.0,RSI ENTECH LLC,INDEFINITE DELIVERY CONTRACT FOR LEGACY MANAGEMENT SUPPORT SERVICES (LMS).,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Energy,Department of Energy,Department of Energy,Department of Energy,930,department-of-energy,CONT_IDV_89303020DLM000001_8900
95547687,15A00020DAQA00047,2020-03-10,283545.15,"APPOGEE, LLC","BARCODE SCANNER SOFTWARE DEVELOPMENT KIT (SCANDIT OR EQUAL), LICENSES,&ANNUAL MAINTENANCE",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives Acquisition and Property Management Division",Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives Acquisition and Property Management Division",252,department-of-justice,CONT_IDV_15A00020DAQA00047_1560
95547691,28321320D00060007,2020-03-09,600000.0,VERIZON BUSINESS NETWORK SERVICES LLC,THE PURPOSE OF THIS CONTRACT IS TO ESTABLISH A PROCUREMENT VEHICLE FOR THE NEXT GENERATION TELEPHONY PROJECT (NGTP).,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Social Security Administration,Social Security Administration,Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321320D00060007_2800
95490664,75N99020D00014,2020-03-08,1681691.52,WESTERLY ENTERPRISES LLC,"GROUNDS MAINTENANCE FOR NIH CAMPUS IN BETHESDA, MD.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N99020D00014_7529
95632660,1256A120D0002,2020-03-06,25000.0,"CIERVO & SONS RENOVATIONS, INC.",GREY TOWERS FACILITY MAINTENANCE AND CONSTRUCTION IDIQ,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_1256A120D0002_12C2
95490648,140P1320D0001,2020-03-05,140265.53,G COLEBROOK ENTERPRISES CORP.,"THE PRIMARY PURPOSE OF THIS CONTRACT IS TO PROVIDE THE NATIONAL PARK SERVICE (NPS), NATIONAL TRAILS INTERMOUNTAIN REGION IN SALT LAKE CITY (NTIR-SL), A LOCAL CONTRACTOR TO RECEIVE, STORE, DISTRIBUTE, AND INVENTORY ITS PUBLICATIONS AND OTHER PRINTED P",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,National Park Service,Department of the Interior,National Park Service,209,department-of-the-interior,CONT_IDV_140P1320D0001_1443
97236174,12010920D0015,2020-03-04,2500.0,"KETCHIKAN READY-MIX & QUARRY, INC.","IDIQ CONTRACT FOR STREAM CROSSING IMPROVEMENTS FOR THE US FOREST SERVICE, TONGASS NATIONAL FOREST IN SOUTHEAST ALASKA.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12010920D0015_12C2
95510195,12010920D0014,2020-03-04,2500.0,"ISLAND ENTERPRISES, INC.","IDIQ CONTRACT FOR STREAM CROSSING IMPROVEMENTS FOR THE US FOREST SERVICE, TONGASS NATIONAL FOREST IN SOUTHEAST ALASKA.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12010920D0014_12C2
95510194,12010920D0009,2020-03-04,2500.0,AHTNA GLOBAL LLC,"IDIQ CONTRACT FOR STREAM CROSSING IMPROVEMENTS FOR THE US FOREST SERVICE, TONGASS NATIONAL FOREST IN SOUTHEAST ALASKA.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12010920D0009_12C2
95391353,15B41820D00000002,2020-03-02,221182.5,"PROFFER WHOLESALE PRODUCE, INC.","WEEKLY PRODUCE DELIVERED TO FCC TERRE HAUTE, IN 3RD&4TH QUARTERS - FISCAL YEAR 2020 FRESH PRODUCE REQUIREMENTS (APRIL, MAY, JUNE, JULY, AUGUST, SEPTEMBER) DELIVERIES BEGINNING TUESDAY MARCH 3, 2020.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B41820D00000002_1540
95366625,47PH0220D0007,2020-03-01,1546205.58,"GOODWILL INDUSTRIES OF NORTH LOUISIANA, INC.",SOURCE AMERICA CUSTODIAL CONTRACT FOR SHREVEPORT AND MONROE,INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0220D0007_4740
95366624,47PB0020D0003,2020-03-01,438496.82,LB & B ASSOCIATES INC,"COMBINED SERVICES FOR THE MCINTYRE FB, PORTSMOUTH, NH JANITORIAL, LANDSCAPING, SNOW REMOVAL, MECHANICAL MAINTENANCE",INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PB0020D0003_4740
95354571,47PH0220D0009,2020-03-01,3658016.11,UNICA ENTERPRISES LLC,"DIRECT 8A SOLE SOURCE BUY FOR CUSTODIAL AND RELATED SERVICES FOR THE 3 FEDERAL BUILDINGS IN FT WORTH, TX.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614.0,general-services-administration,CONT_IDV_47PH0220D0009_4740
95186861,80ARC020D0010,2020-03-01,74292352.27,"KBR WYLE SERVICES, LLC","INTELLIGENT RESEARCH AND DEVELOPMENT SUPPORT-3(ISRDS-3):SCIENTIFIC RESEARCH, DEVELOPS TECHNOLOGIES, BUILDS APPLICATIONS AND INFUSES AND DEPLOYS ADVANCED INFORMATION SYSTEMS TECHNOLOGIES INTO NASA MISSIONS AND OTHER FEDERAL GOVENMENT PROJECTS.",INDEFINITE DELIVERY / REQUIREMENTS,['Q'],National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862.0,national-aeronautics-and-space-administration,CONT_IDV_80ARC020D0010_8000
95136710,47PK0220D0004,2020-03-01,4046607.14,"PUNDIR GROUP, INC.",EO14042: O&M AND VTE ROBERT COYLE FEDERAL BUILDINGS AND USCH FRESNO CA CONTRACT MODIFICATION - NEW CLAUSE FOR ENSURING ADEQUATE COVID-19 SAFETY PROTOCOLS.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614.0,general-services-administration,CONT_IDV_47PK0220D0004_4740
94858048,47PD0320D0008,2020-03-01,2500.0,"MELTECH CORPORATION, INC.",47PD0320D0008 - EAST VIRGINIA LARGE CONSTRUCTION IDIQ AWARD INCLUDES ONE (1) BASE YEAR WITH FOUR (4) POTENTIAL ONE-YEAR OPTION PERIODS.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614.0,general-services-administration,CONT_IDV_47PD0320D0008_4740
94212902,75R60220D00001,2020-03-01,10000.0,"F2 SOLUTIONS, LLC",HRSA TECHNICAL&LOGISTICAL SUPPORT (OFAM78 C 2371),INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Health and Human Services,Health Resources and Services Administration,Department of Health and Human Services,Health Resources and Services Administration,806.0,department-of-health-and-human-services,CONT_IDV_75R60220D00001_7526
95366627,80JSC020D0017,2020-02-28,63289698.35,"AXIOM SPACE, INC.",COMMERCIAL DESTINATION DEVELOPMENT IN LOW EARTH ORBIT (LEO) FREE FLYER (CDISS),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862.0,national-aeronautics-and-space-administration,CONT_IDV_80JSC020D0017_8000
95366606,140G0120D0005,2020-02-28,45625.0,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",LABORATORY ANALYSES FOR CYANOTOXINS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,U.S. Geological Survey,Department of the Interior,U.S. Geological Survey,209.0,department-of-the-interior,CONT_IDV_140G0120D0005_1434
95354560,33330220DF0010107,2020-02-27,1.0,"TILT UP CONSTRUCTION, INC.",IDIQ SBA REQUIREMENT # GP1554468286K,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Smithsonian Institution,Smithsonian Institution,Smithsonian Institution,Smithsonian Institution,,,CONT_IDV_33330220DF0010107_3300
95238608,70FA4020D00000003,2020-02-27,1461100.0,"ADVERTISING COUNCIL, INC., THE",FEMA'S READY CAMPAIGN,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Homeland Security,Federal Emergency Management Agency,Department of Homeland Security,Federal Emergency Management Agency,766.0,department-of-homeland-security,CONT_IDV_70FA4020D00000003_7022
95211281,12305B20D0001,2020-02-18,241842.0,"MELWOOD HORTICULTURAL TRAINING CENTER, INC.",JANITORIAL SERVICES FOR THE BELTSVILLE AGRICULTURAL RESEARCH CENTER (BARC),INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Agricultural Research Service,Department of Agriculture,Agricultural Research Service,95.0,department-of-agriculture,CONT_IDV_12305B20D0001_12H2
94740861,72062320D00004,2020-02-15,10.0,LINC LLC,"DESIGN EVALUATIONS WITH LEARNING IN MIND, WITHIN THE CONTEXT OF JOURNEY TO SELF RELIANCE. HIGHLIGHT EVALUATIONS AS A MEANS TO CONTRIBUTING TO THE OVERALL KNOWLEDGE BASE OF THE MISSION AND USAID AT LARGE. INFORM ADAPTIVE MANAGEMENT AND MID-COURSE CORR",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00004_7200
94718770,72062320D00005,2020-02-15,10.0,ME & A INC,"DESIGN EVALUATIONS WITH LEARNING IN MIND, WITHIN THE CONTEXT OF JOURNEY TO SELF RELIANCE. HIGHLIGHT EVALUATIONS AS A MEANS TO CONTRIBUTING TO THE OVERALL KNOWLEDGE BASE OF THE MISSION AND USAID AT LARGE. INFORM ADAPTIVE MANAGEMENT AND MID-COURSE CORR",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00005_7200
94718769,72062320D00003,2020-02-15,10.0,INTEGRA GOVERNMENT SERVICES INTERNATIONAL LLC,"DESIGN EVALUATIONS WITH LEARNING IN MIND, WITHIN THE CONTEXT OF JOURNEY TO SELF RELIANCE. HIGHLIGHT EVALUATIONS AS A MEANS TO CONTRIBUTING TO THE OVERALL KNOWLEDGE BASE OF THE MISSION AND USAID AT LARGE. INFORM ADAPTIVE MANAGEMENT AND MID-COURSE CORR",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00003_7200
94718768,72062320D00002,2020-02-15,10000.0,INSIGHT SYSTEMS CORPORATION,"DESIGN EVALUATIONS WITH LEARNING IN MIND, WITHIN THE CONTEXT OF JOURNEY TO SELF RELIANCE. HIGHLIGHT EVALUATIONS AS A MEANS TO CONTRIBUTING TO THE OVERALL KNOWLEDGE BASE OF THE MISSION AND USAID AT LARGE. INFORM ADAPTIVE MANAGEMENT AND MID-COURSE CORR",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00002_7200
94718767,72062320D00001,2020-02-15,10000.0,ENCOMPASS LLC,"DESIGN EVALUATIONS WITH LEARNING IN MIND, WITHIN THE CONTEXT OF JOURNEY TO SELF RELIANCE. HIGHLIGHT EVALUATIONS AS A MEANS TO CONTRIBUTING TO THE OVERALL KNOWLEDGE BASE OF THE MISSION AND USAID AT LARGE. INFORM ADAPTIVE MANAGEMENT AND MID-COURSE CORR",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00001_7200
95547690,28321320D00060005,2020-02-14,26619581.1,YUKON FIRE PROTECTION SERVICES INC,"CONTRACT TO PROVIDE OPERATIONS AND MAINTENANCE SERVICES AT THE ADDABBO FEDERAL BUILDING IN JAMAICA, NEW YORK.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Social Security Administration,Social Security Administration,Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321320D00060005_2800
94880971,1333MK20DNMAN0051,2020-02-14,2500.0,"N.W.F.F., INC.",IDIQ FOR PUMPING AND DISPOSAL OF RESEARCH VESSEL OILY BILGE WATER AND USED OIL AT NOAA'S MARINE OPERATIONS CENTER - PACIFIC.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Commerce,National Oceanic and Atmospheric Administration,Department of Commerce,National Oceanic and Atmospheric Administration,183,department-of-commerce,CONT_IDV_1333MK20DNMAN0051_1330
88203291,80ARC020D0012,2020-02-14,16203698.46,"BASTION TECHNOLOGIES, INC.",SAFETY AND MISSION ASSURANCES FOR NASA AMES RESEARCH CENTER,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80ARC020D0012_8000
94876912,95332A20D0001,2020-02-13,317901.55,MELISSA D PRESTON CPA PC,TRUST ACCOUNT SUPPORT AND FINANCIAL REPORTING RESPONSIBILITIES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Corporation for National and Community Service,Corporation for National and Community Service,Corporation for National and Community Service,Corporation for National and Community Service,1166,corporation-for-national-and-community-service,CONT_IDV_95332A20D0001_9577
94876911,75N98020D00007,2020-02-13,82063.75,F-CONCEPTS INC,DRY CLEANING FOR THE POLICE DEPARTMENT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,National Institutes of Health,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_IDV_75N98020D00007_7529
94858049,47PH0820D0006,2020-02-12,2000.0,"BURGOS GROUP, LLC","THIS IS A MULTIPLE AWARD, INDEFINITE DELIVERY INDEFINITE QUANTITY (IDIQ) CONTRACT FOR GENERAL CONSTRUCTION, REPAIR AND ALTERATION TO PROVIDE FOR VARIOUS REPAIRS, ALTERATIONS, AND RENOVATIONS, WITH DESIGN-BUILD AND INCIDENTAL ABATEMENT SERVICES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0820D0006_4740
94835240,28321320D00060006,2020-02-11,594792.0,ADMIRAL ELEVATOR CO INC,AUTOMATIC DOOR SERVICE THROUGHOUT SSA MAIN COMPLEX WOODLAWN,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Social Security Administration,Social Security Administration,Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321320D00060006_2800
94798911,75A50120D00003,2020-02-10,2000.0,"INNOVATIVE EMERGENCY MANAGEMENT, INC.",AVIATION GROUND SUPPORT SERVICES AND/OR AIRFIELD OPERATIONS AND MANAGEMENT SERVICES.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,806,department-of-health-and-human-services,CONT_IDV_75A50120D00003_7505
94718771,72062320D00011,2020-02-04,10000.0,"DAI GLOBAL, LLC","RISE IDIQ: DEVELOP STRONGER ECONOMIES IN THE EAST AFRICA REGION THROUGH IMPROVED MARKET SYSTEMS, INCREASED CROSS BORDER TRADE, MORE COMPETITIVE INDUSTRIES&MORE MARKET-ORIENTED POLICIES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00011_7200
94691107,72062320D00014,2020-02-03,10000.0,"ARD, INC.","RISE IDIQ: DEVELOP STRONGER ECONOMIES IN THE EAST AFRICA REGION THROUGH IMPROVED MARKET SYSTEMS, INCREASED CROSS BORDER TRADE, MORE COMPETITIVE INDUSTRIES&MORE MARKET-ORIENTED POLICIES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00014_7200
94691106,72062320D00013,2020-02-03,10000.0,RESEARCH TRIANGLE INSTITUTE,"RISE IDIQ: DEVELOP STRONGER ECONOMIES IN THE EAST AFRICA REGION THROUGH IMPROVED MARKET SYSTEMS, INCREASED CROSS BORDER TRADE, MORE COMPETITIVE INDUSTRIES&MORE MARKET-ORIENTED POLICIES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00013_7200
94691105,72062320D00012,2020-02-03,10000.0,"PALLADIUM INTERNATIONAL, LLC","RISE IDIQ: DEVELOP STRONGER ECONOMIES IN THE EAST AFRICA REGION THROUGH IMPROVED MARKET SYSTEMS, INCREASED CROSS BORDER TRADE, MORE COMPETITIVE INDUSTRIES&MORE MARKET-ORIENTED POLICIES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00012_7200
