Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id,Unnamed: 13,Month
VA119A17D0127,9/29/2017,2500,"HIGHERECHELON, INC.",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0127_3600,,2017M09
HHSP233201700061C,9/29/2017,2227626.02,SISTER SKY ENTERPRISES INC,IGF::OT::IGF TRAINING AND TECHNICAL ASSISTANCE CENTER FOR NATIVE LANGUAGE COMMUNITY COORDINATION,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],Department of Health and Human Services,Office of the Assistant Secretary for Administration,806,department-of-health-and-human-services,CONT_IDV_HHSP233201700061C_7570,,2017M09
VA119A17D0170,9/29/2017,2500,OASYS INTERNATIONAL CORP,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0170_3600,,2017M09
VA119A17D0169,9/29/2017,2500,CAREER MANAGEMENT ASSOCIATES OF IOWA LLC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0169_3600,,2017M09
VA119A17D0163,9/29/2017,2500,DUTY FIRST CONSULTING LLC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0163_3600,,2017M09
VA119A17D0158,9/29/2017,2500,BACIK GROUP LLC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0158_3600,,2017M09
VA119A17D0156,9/29/2017,2500,"J&B HARTIGAN, INC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0156_3600,,2017M09
VA119A17D0152,9/29/2017,2500,AXIOM CORPORATION,IGF::OT::IGF,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0152_3600,,2017M09
VA119A17D0142,9/29/2017,2500,ANTHONY & ASSOCIATES INC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0142_3600,,2017M09
VA119A17D0141,9/29/2017,2500,TECHOP SOLUTIONS INTERNATIONAL INC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0141_3600,,2017M09
VA119A17D0137,9/29/2017,2500,ANALYTICAL GOVERNMENT SOLUTIONS LLC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0137_3600,,2017M09
VA119A17D0133,9/29/2017,2500,"R3 GOVERNMENT SOLUTIONS, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0133_3600,,2017M09
VA119A17D0123,9/29/2017,2500,MADEN TECH CONSULTING INC.,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0123_3600,,2017M09
VA119A17D0112,9/29/2017,2500,"SEVERSON GROUP, LLC, THE",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0112_3600,,2017M09
VA119A17D0111,9/29/2017,2500,TRAINING TECHNOLOGIES & SUPPORT INC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0111_3600,,2017M09
VA119A17D0097,9/29/2017,2500,"LEADING SOLUTIONS, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0097_3600,,2017M09
VA119A17D0088,9/29/2017,2500,"QUALITY INNOVATION, INC.",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0088_3600,,2017M09
VA119A17D0087,9/29/2017,2500,"BEST VALUE TECHNOLOGY, INC.",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0087_3600,,2017M09
AG32KWC170026,9/29/2017,1730445.6,"METTLER-TOLEDO, LLC","SCALE PROCUREMENT IDIQ FOR 5 YEARS, WITH FUNDING FOR FIRST ORDER",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Animal and Plant Health Inspection Service,95,department-of-agriculture,CONT_IDV_AG32KWC170026_12K3,,2017M09
VA119A17D0104,9/29/2017,2500,ATSG CORPORATION,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0104_3600,,2017M09
AIDOAAI1700007,9/29/2017,25000,"KAIZEN COMPANY, LLC, THE","IGF::CL::IGF THE PRIMARY OBJECTIVE OF THE DCHA LEARNING AND DEVELOPMENT (LEAD) IDIQ IS TO STRENGTHEN STAFF CAPACITY TO LEAD AND MANAGE THE DESIGN, IMPLEMENTATION AND EVALUATION OF PREVENTION, RESPONSE, RECOVERY, TRANSITION AND GOVERNANCE ACTIVITIES BY BUILDING CAPACITY, PROVIDING INFORMATION AND RESOURCES, SHARING KNOWLEDGE, SUPPORTING PERFORMANCE MANAGEMENT AND ORGANIZATIONAL DEVELOPMENT EFFORTS, EVALUATING ACTIVITIES TO MAXIMIZE LEARNING AND PROFESSIONAL DEVELOPMENT.",INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_AIDOAAI1700007_7200,,2017M09
VA119A17D0145,9/29/2017,2500,"PEOPLE, TECHNOLOGY AND PROCESSES, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0145_3600,,2017M09
HHSP233201750135A,9/29/2017,102315,CHICO STATE ENTERPRISES,IGF::OT::IGF ISOTOPE SUPPORT SERVICES,INDEFINITE DELIVERY / DEFINITE QUANTITY,,Department of Health and Human Services,Office of the Assistant Secretary for Administration,806,department-of-health-and-human-services,CONT_IDV_HHSP233201750135A_7570,,2017M09
DTOS5917C00429,9/29/2017,445884,"ZANE NETWORKS, LLC",IGF::OT::IGF -UPGRADE DOT HQ BROADCAST STUDIO,INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Department of Transportation,Immediate Office of the Secretary of Transportation,731,department-of-transportation,CONT_IDV_DTOS5917C00429_6901,,2017M09
AG6395C170184,9/29/2017,10017.98,"BIOTEK INSTRUMENTS, INC.","IGF::OT::IGF MAINTENANCE, CALIBRATION, SERVICES",INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Department of Agriculture,Animal and Plant Health Inspection Service,95,department-of-agriculture,CONT_IDV_AG6395C170184_12K3,,2017M09
47PH0217D0003,9/29/2017,2371512.19,"KING & GEORGE, LLC","IGF::OT::IGF OPERATIONS AND MAINTENANCE SERVICES, DEL RIO AND EAGLE PASS TX",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0217D0003_4740,,2017M09
VA119A17D0131,9/29/2017,2500,"AGI INTERNATIONAL, INC.",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0131_3600,,2017M09
28321317D00060008,9/29/2017,25474065.46,"AMERIGUARD SECURITY SERVICES, INC.",NATIONAL SUPPORT CENTER PROTECTIVE SECURITY SERVICES CONTRACT  FPDS FUNCTION: IGF::OT::IGF,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321317D00060008_2800,,2017M09
28321317D00060013,9/29/2017,8795390.77,PRIDE INDUSTRIES,"THIS IS A FIRM FIXED-PRICE CONTRACT FOR JANITORIAL SERVICES FOR FRANK HAGEL FEDERAL BUILDING, THE BASE YEAR BEGINNING 9/29/2017 FOR A PERIOD OF TEN MONTHS, PLUS FOUR OPTIONAL FOLLOW-ON YEARS. THIS REQUIREMENT IS ON THE PROCUREMENT LIST - SOURCE AMERICA/ABILITY ONE PROGRAM. IGF::CT::IGF",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321317D00060013_2800,,2017M09
NAMA17C0011,9/29/2017,119596.85,"EMBARCADERO TECHNOLOGIES, INC.",IGF::CT::IGF FOR CRITICAL FUNCTIONS,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],National Archives and Records Administration,National Archives and Records Administration,925,national-archives-and-records-administration,CONT_IDV_NAMA17C0011_8800,,2017M09
VA119A17D0160,9/29/2017,2500,INTEPROS FEDERAL INCORPORATED,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0160_3600,,2017M09
VA119A17D0157,9/29/2017,2500,BRENNSYS TECHNOLOGY LLC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0157_3600,,2017M09
SCB60015C0017,9/29/2017,69819,MISCELLANEOUS FOREIGN AWARDEES,IGF::OT::IGF - CONTRACT RENEWAL OF GENERATOR MAINTENANCE,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,315,department-of-state,CONT_IDV_SCB60015C0017_1900,,2017M09
VA119A17D0099,9/29/2017,2500,GOLDSCHMITT & ASSOCIATES LLC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0099_3600,,2017M09
VA119A17D0134,9/29/2017,2500,"POWELL STRATEGIES, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0134_3600,,2017M09
DTNH2217D00082,9/29/2017,76762.61,"APPLUS IDIADA KARCO ENGINEERING, LLC","IGF::OT::IGF  TITLE:  ENFORCEMENT STANDARDS FOR FMVSS NO. 223, ""REAR IMPACT GUARDS""",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Transportation,National Highway Traffic Safety Administration,731,department-of-transportation,CONT_IDV_DTNH2217D00082_6940,,2017M09
VA119A17D0100,9/29/2017,2500,"TOTALLY JOINED FOR ACHIEVING COLLABORATIVE TECHNIQUES (TJFACT), LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0100_3600,,2017M09
VA119A17D0101,9/29/2017,2500,"WORLDWIDE COUNTER THREAT SOLUTIONS, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0101_3600,,2017M09
VA119A17D0110,9/29/2017,2500,THOR SOLUTIONS LLC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0110_3600,,2017M09
VA119A17D0092,9/29/2017,2500,SIERRA 7 INC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0092_3600,,2017M09
VA119A17D0102,9/29/2017,2500,"DIMENSIONAL CONCEPTS, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0102_3600,,2017M09
HHSF223201710137C,9/29/2017,227336,PURDUE UNIVERSITY,IGF::CL::IGF  BAA CONTRACT,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Health and Human Services,Food and Drug Administration,806,department-of-health-and-human-services,CONT_IDV_HHSF223201710137C_7524,,2017M09
VA119A17D0150,9/29/2017,2500,ASSOCIATED VETERANS LLC - QUALITY SOLUTIONS.,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0150_3600,,2017M09
VA119A17D0138,9/29/2017,2500,"Z-TECH SOLUTIONS, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0138_3600,,2017M09
VA119A17D0148,9/29/2017,2500,"METRICS, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0148_3600,,2017M09
VA119A17D0084,9/29/2017,2500,APTIVE RESOURCES LLC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0084_3600,,2017M09
SCB60017D0018,9/29/2017,88268.4,MISCELLANEOUS FOREIGN AWARDEES,IGF::OT::IGF - ELEVEVATOR MAINTENANCE SERVICES FOR BASED YEAR OPTION,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,315,department-of-state,CONT_IDV_SCB60017D0018_1900,,2017M09
VA119A17D0096,9/29/2017,2500,VETERANS EZ INFO INC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0096_3600,,2017M09
DTOS5917C00430,9/29/2017,284325,A1 FEDERAL LLC,IGF::OT::IGF,INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Department of Transportation,Immediate Office of the Secretary of Transportation,731,department-of-transportation,CONT_IDV_DTOS5917C00430_6901,,2017M09
VA119A17D0121,9/29/2017,2500,"MANAGEMENT SUPPORT TECHNOLOGY, INCORPORATED",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0121_3600,,2017M09
VA119A17D0154,9/29/2017,2500,"ATHENA TECHNOLOGY GROUP, INC.",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0154_3600,,2017M09
VA119A17D0168,9/29/2017,2500,BLUEPATH LABS LLC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0168_3600,,2017M09
VA119A17D0139,9/29/2017,2500,ARCANUM GROUP INC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0139_3600,,2017M09
VA119A17D0091,9/29/2017,2500,"RED GATE GROUP, LIMITED, THE",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0091_3600,,2017M09
HHSP233201700044C,9/29/2017,235007.7,"ICF ESAC, LLC",IGF::OT::IGF FOR OTHER FUNCTIONS,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Health and Human Services,Office of the Assistant Secretary for Administration,806,department-of-health-and-human-services,CONT_IDV_HHSP233201700044C_7570,,2017M09
VA119A17D0098,9/29/2017,2500,"PIPERCOUGHLIN, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0098_3600,,2017M09
VA119A17D0090,9/29/2017,2500,"TECHNICAL ASSENT, LLC",IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0090_3600,,2017M09
VA119A17D0166,9/29/2017,2500,COGENT SOLUTIONS INC,IGF::OT::IGF VECTOR,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_VA119A17D0166_3600,,2017M09
AIDOAAI1700006,9/29/2017,25000,SSG-ADVISORS LLC,"IGF::CT,CL::IGF THE PRIMARY OBJECTIVE OF THE DCHA LEARNING AND DEVELOPMENT (LEAD) IDIQ IS TO STRENGTHEN STAFF CAPACITY TO LEAD AND MANAGE THE DESIGN, IMPLEMENTATION AND EVALUATION OF PREVENTION, RESPONSE, RECOVERY, TRANSITION AND GOVERNANCE ACTIVITIES BY BUILDING CAPACITY, PROVIDING INFORMATION AND RESOURCES, SHARING KNOWLEDGE, SUPPORTING PERFORMANCE MANAGEMENT AND ORGANIZATIONAL DEVELOPMENT EFFORTS, EVALUATING ACTIVITIES TO MAXIMIZE LEARNING AND PROFESSIONAL DEVELOPMENT.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_AIDOAAI1700006_7200,,2017M09
DTNH2217D00083,9/29/2017,150133.88,SOUTHWEST RESEARCH INSTITUTE,IGF::OT::IGF  TITLE:  COMPLIANCE TESTING OF COMPRESSED NATURAL GAS FUEL CONTAINERS TO FMVSS NO. 304,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Transportation,National Highway Traffic Safety Administration,731,department-of-transportation,CONT_IDV_DTNH2217D00083_6940,,2017M09
HHSF223201710051I,9/29/2017,1000,"SILLIKER, INC.",IGF::CT::IGF - CHEMICAL ANALYSIS SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Health and Human Services,Food and Drug Administration,806,department-of-health-and-human-services,CONT_IDV_HHSF223201710051I_7524,,2017M09
DTNH2217D00080,9/29/2017,252620,MGA RESEARCH CORPORATION,"IGF::OT::IGF  RFP    STANDARDS ENFORCEMENT PROGRAM FOR FMVSS 213 CHILD RESTRAINT SYSTEMS  INITIATE SMALL BUSINESS REVIEW TO SUPPORT NEW REQUEST FOR PROPOSAL FOR A CONTRACT TO CONDUCT COMPONENT COMPLIANCE TESTING TO FMVSS NO. 213 CHILD RESTRAINT SYSTEMS.  TEST CHILD RESTRAINT SYSTEMS TO THE DYNAMIC REQUIREMENTS OF FMVSS 213. ALL TESTING TO BE CONDUCTED IN ACCORDANCE WITH THE OVSC TEST PROCEDURE FOR CHILD RESTRAINT SYSTEMS, TP-213-10.  TESTING IS TO BE CONDUCTED AT MGA UNDER NHTSA CONTRACT DTNH22-  CLIN 0001 (KNOWN)- INFANT RESTRAINTS TEST   1@ $1725.00  CLIN 0002 (KNOWN)- CONVERTIBLE RESTRAINTS TEST  1  @ 2$575.00  CLIN 0003 (KNOWN)- COMBINATION RESTRAINTS TEST  1  @ $3450.00  CLIN 0004 (KNOWN)- BOOSTER SEATS TEST 1 @ $2075.00  CLIN 0005 (KNOWN)- SLED RETESTS  2 @  $790.00 TOTAL  $1580.00  CLIN 0006 (KNOWN)- DUMMY CERTIFICATION    1  @ $1475.00  CLIN 0007 (KNOWN)- CPTI SERVICE CHARGE  1  @ $25.00  CLIN 1001 (OPTIONAL)- INFANT RESTRAINTS TEST  9  @ $1725.00 TOTAL $15,525.00  CLIN 1002 (OPTIONAL)- CONVERTIBLE RESTRAINTS TEST  11  @ $2540.00 TOTAL $27,940.00  CLIN 1003 (OPTIONAL)- COMBINATION RESTRAINTS TEST  10  @ $3450.00  TOTAL $34,500.00  CLIN 1004 (OPTIONAL)- BOOSTER SEATS TEST  13  @ $2045.00  TOTAL  $26,585.00  CLIN 1005 (OPTIONAL)- SLED RETESTS   6  @ $790.00 TOTAL  $4740.00  CLIN 1006 (OPTIONAL)- DUMMY CERTIFICATION  7 @  $1475.00 TOTAL  $10,325.00  CLIN 1007 (OPTIONAL)- CPTI SERVICE CHARGE   46  @ $25.00 TOTAL $1150.00  CLIN 1008- REIMBURSEMENT FOR CPTI (SEE ATTACHED TABLE FOR MAKE/MODEL/QUANTITY OF SAMPLES) 1 @ $118,981.50",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Transportation,National Highway Traffic Safety Administration,731,department-of-transportation,CONT_IDV_DTNH2217D00080_6940,,2017M09
1232SD18D0001,9/29/2017,8105506.29,"PONTCHARTRAIN PARTNERS, LLC","REQUEST FOR PROPOSAL FOR 5 YEAR OPERATIONS AND MAINTENANCE (O&M) MANAGEMENT SUPPORT SERVICES CONTRACT AT THE SOUTHERN REGIONAL RESEARCH CENTER (SRRC) IN NEW ORLEANS, LA. IGF::CL::IGF",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Agricultural Research Service,95,department-of-agriculture,CONT_IDV_1232SD18D0001_12H2,,2017M09
HHSO100201700034C,9/28/2017,1070257,NEW YORK MEDICAL COLLEGE,IGF::OT::IGF   ASPR-17-04826 -- FUNDING TO NEW YORK MEDICAL COLLEGE TO DEVELOP HIGH YIELD (HIGH GROWTH) REASSORTANT SEED INFLUENZA B VIRUSES,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,806,department-of-health-and-human-services,CONT_IDV_HHSO100201700034C_7505,,2017M09
HHSD200201795136I,9/28/2017,1000,CAITTA INC,IGF::OT::IGF HIGH IMPACT PROGRAM EVALUATION PROJECTS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Health and Human Services,Centers for Disease Control and Prevention,806,department-of-health-and-human-services,CONT_IDV_HHSD200201795136I_7523,,2017M09
HHSF223201710169C,9/28/2017,1336891,"SMARTANALYST, INC.",IGF::OT::IGF  THE HOOKAH PURCHASE JOURNEY,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],Department of Health and Human Services,Food and Drug Administration,806,department-of-health-and-human-services,CONT_IDV_HHSF223201710169C_7524,,2017M09
AG4D90C170028,9/28/2017,142145,"NORTH WIND RESOURCE CONSULTING, LLC","IGF::OT::IGF 2017 CULTURAL RESOURCES INVENTORY - BRUSH MANAGEMENT - 1,500 ACRES ANNUALLY - 2017 +4 OPTION YEARS",INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Department of Agriculture,Natural Resources Conservation Service,95,department-of-agriculture,CONT_IDV_AG4D90C170028_12C3,,2017M09
OPM1917A0006,9/28/2017,46835.03,"EVERBRIDGE, INC.",IGF::CT::IGF FSEM REMOTELY HOSTED EMERGENCY PREPAREDNESS/CONTINUITY OF OPERATIONS NOTIFICATION SERVICES  ACQTRACK# 23756,BPA,,Office of Personnel Management,Office of Personnel Management,503,office-of-personnel-management,CONT_IDV_OPM1917A0006_2400,,2017M09
28321317D00060018,9/28/2017,200000,GLOBAL ARENA LLC,IGF::OT::IGF CONTRACT TO TRANSLATE SSA PUBLICATIONS FROM ENGLISH TO OTHER LANGUAGES,INDEFINITE DELIVERY / REQUIREMENTS,['Q'],Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321317D00060018_2800,,2017M09
28321317D00060016,9/28/2017,1500000,"QOGNIFY, INC.",IGF::OT::IGF OBTAIN A MAINTENANCE PLAN FOR THE ICC SITUATOR PROJECT PRESENTLY BEING INSTALLED.  ICC SITUATOR IS THE SINGLE INTERFACE PLATFORM THAT WILL TIE THE MAJORITY OF THE ELECTRONIC SECURITY SYSTEMS INTO ONE COMMON OPERATING PICTURE.,INDEFINITE DELIVERY / DEFINITE QUANTITY,['Q'],Social Security Administration,Social Security Administration,539,social-security-administration,CONT_IDV_28321317D00060016_2800,,2017M09
HSCEMS17D00002,9/28/2017,2358.8,VISTA OUTDOOR SALES LLC,9MM LUGER +P 124 GRAIN AMMUNITION - PN 53927,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Homeland Security,U.S. Immigration and Customs Enforcement,766,department-of-homeland-security,CONT_IDV_HSCEMS17D00002_7012,,2017M09
DU208WR17C06,9/28/2017,20027305,NOVAD MANAGEMENT CONSULTING LLC,NATIONAL SERVICING CENTER LOAN SERVICING IGF::OT::IGF FOR OTHER FUNCTIONS,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Housing and Urban Development,Department of Housing and Urban Development,882,department-of-housing-and-urban-development,CONT_IDV_DU208WR17C06_8600,,2017M09
HHSP233201700055C,9/28/2017,39607.05,GLOBAL NETWORKS INC.,IGF::OT::IGF - NATIONAL CANCER INSTITUTE (NCI)  NCI - 15-113,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Health and Human Services,Office of the Assistant Secretary for Administration,806,department-of-health-and-human-services,CONT_IDV_HHSP233201700055C_7570,,2017M09
HHSF223201710225C,9/28/2017,2675018.68,"DIAMOND SOLUTIONS, INC.",IGF::CT::IGF CDER FAERS DATA MANAGEMENT PROGRAM (BRIDGE),INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Health and Human Services,Food and Drug Administration,806,department-of-health-and-human-services,CONT_IDV_HHSF223201710225C_7524,,2017M09
