Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",1237.14,JAMAICA BEARINGS CO INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",1464.75,HOWIE MANUFACTURING CO INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",1765.44,BDS SUPPLY,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",1871.8,FOCUS HOPE INDUSTRIES INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",4097.28,"JERGENS, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",4250.0,M.S. AEROSPACE INC.,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,"NAILS, MACHINE KEYS, AND PINS",5100.0,"CENTRAL MACHINING SPECIALTIES, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,O-RING,0.0,"OSHKOSH DEFENSE, LLC",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,O-RING,261.0,"M.D.F. TECHNOLOGIES, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,O-RING,492.67,BLADE INDUSTRIAL PRODUCTS INC.,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,O-RING,1180.8,"EDISON INDUSTRIAL RESEARCH, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,O-RING,1654.2,"M.D.F. TECHNOLOGIES, INC.",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,PACKING AND GASKET MATERIALS,102.9,"HERNDON PRODUCTS, LLC",DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR COAL MINING,PACKING AND GASKET MATERIALS,317.9,R WAY GASKET & SUPPLY COMPANY INC,DEFENSE LOGISTICS AGENCY
2016M08,SUPPORT ACTIVITIES FOR METAL MINING,GEOPHYSICAL INSTRUMENTS,4107.6,ROCSCIENCE INC,FEDERAL HIGHWAY ADMINISTRATION
2016M08,SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY,37430.5,"HAZ-TECH DRILLING, INC.",FEDERAL HIGHWAY ADMINISTRATION
2016M08,SUPPORT ACTIVITIES FOR NONMETALLIC MINERALS (EXCEPT FUELS),SPECIAL STUDIES/ANALYSIS- GEOPHYSICAL,67932.0,"GEOTHERMAL RESOURCE GROUP, INC.",DEPT OF THE ARMY
2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,4676.75,"VIRGIN ISLANDS REGULATED WASTE MANAGEMENT, INC",DEPT OF THE ARMY
2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,14086.15,"PETRO 49, INC.",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION
2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",9750.0,DIESEL FUEL MASTERS LLC,DEPT OF THE ARMY
2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",28551.0,"CVC ENVIRONMENTAL, INC.",NATIONAL PARK SERVICE
2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NEWSPAPERS AND PERIODICALS,24563.06,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER QC/TEST/INSPECT- MISCELLANEOUS,9380.24,"DIDIM CONSTRUCTION CO., LTD.",DEPT OF THE ARMY
2016M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- REGULATORY,89000.0,"WESTERN PUMP, INC.",DEPT OF THE NAVY
2016M09,ALL OTHER NONMETALLIC MINERAL MINING,"DISKS AND STONES, ABRASIVE",2100.0,CHUO SHOKO K.K.,DEPT OF THE NAVY
2016M09,ALL OTHER NONMETALLIC MINERAL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",0.0,DOU'A AL-KUWAIT,DEPT OF THE AIR FORCE
2016M09,ALL OTHER NONMETALLIC MINERAL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",93771.43,DOU'A AL-KUWAIT,DEPT OF THE AIR FORCE
2016M09,BITUMINOUS COAL AND LIGNITE SURFACE MINING,"FUELS, SOLID",154000.0,GEBHARDT POST PLANT & SAWMILL,DEPT OF THE AIR FORCE
2016M09,CLAY AND CERAMIC AND REFRACTORY MINERALS MINING,MISCELLANEOUS FABRICATED NONMETALLIC MATERIALS,40500.0,"COORSTEK VISTA, INC.",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES,9724.18,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES,16795.36,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES,29952.39,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,12076.9,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,17159.03,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,19685.17,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,27212.89,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,34249.93,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,34916.32,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,4885.59,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CHEMICALS,28346.25,ECOLOGY MIR GROUP LLC,U.S. COAST GUARD
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CLAY AND CONCRETE PRODUCTS INDUSTRIES MACHINERY,2380.98,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF DAMS,4076.26,TAIEB HASNAOUI,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF DAMS,5360.87,TAIEB HASNAOUI,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF FAMILY HOUSING FACILITIES,20952.45,"PWS INTERNATIONAL, INC.","STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MAINTENANCE BUILDINGS,7022.92,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MAINTENANCE BUILDINGS,15000.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,10270.02,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,12569.69,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,18282.29,ISS FACILITY SERVICES SDN BHD,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,36521.46,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,39170.0,FOREIGN AWARDEES (UNDISCLOSED),"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,46472.5,FOREIGN AWARDEES (UNDISCLOSED),"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,84425.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OFFICE BUILDINGS,0.0,FOREIGN AWARDEES (UNDISCLOSED),"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OFFICE BUILDINGS,7720.59,ISS FACILITY SERVICES SDN BHD,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OFFICE BUILDINGS,9117.65,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OFFICE BUILDINGS,25641.03,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OFFICE BUILDINGS,43768.0,FOREIGN AWARDEES (UNDISCLOSED),"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OFFICE BUILDINGS,93364.0,FOREIGN AWARDEES (UNDISCLOSED),"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OTHER RESIDENTIAL BUILDINGS,4305.45,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CONSTRUCTION OF OTHER UTILITIES,0.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,CRUDE GRADES OF PLANT MATERIALS,22720.0,"DEWEESE SAND & GRAVEL, INC.",AGRICULTURAL RESEARCH SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,EQUIPMENT AND MATERIALS TESTING- MAINTENANCE AND REPAIR SHOP EQUIPMENT,6728.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"FOUNDRY MACHINERY, RELATED EQUIPMENT AND SUPPLIES",23250.0,GLACIER BAY CONSTRUCTION INC,NATIONAL PARK SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,HOUSEKEEPING- OTHER,12638.75,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",9609.6,ETABLISSEMENT GROUPE BABINA,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MAINT/REPAIR/REBUILD OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",18950.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MAINTENANCE OF FAMILY HOUSING FACILITIES,7263.69,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MAINTENANCE OF MISCELLANEOUS BUILDINGS,8895.38,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MAINTENANCE OF OFFICE BUILDINGS,39975.87,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MATERIAL HANDLING EQUIPMENT, NONSELF-PROPELLED",13395.89,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",0.0,"HINKLE CONTRACTING COMPANY, LLCVAN SLOTEN ENTERPRISES INCW.M. BLUE CONSTRUCTION, LLC",DEPT OF THE ARMYDEPT OF THE ARMYDEPT OF THE AIR FORCE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",601.51,JANES GRAVEL CO,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",4650.0,"MILLER MATERIALS, INC.",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",4990.48,"A & K EARTH MOVERS, INC.",BUREAU OF LAND MANAGEMENT
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",5202.5,"MILLER MATERIALS, INC.",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",7625.0,"WILLARD QUARRIES, INC.",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",9600.0,BERGER ENTERPRISES LLC,"ENERGY, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",9997.0,"M & M EXCAVATING, LLC",U.S. FISH AND WILDLIFE SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",12900.0,"VALLEY SAND & GRAVEL, LLC",BUREAU OF RECLAMATION
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",14058.96,R E ALLEN TRUCKING INC,U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",14175.0,"MILLER MATERIALS, INC.",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",15743.87,"GERNATT ASPHALT PRODUCTS, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",17693.8,"WILLARD QUARRIES, INC.",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",19564.07,AURORA STAR COMPANY LLC,DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",20006.97,AMERICAN CLASSIC CONSTRUCTION INC.,U.S. FISH AND WILDLIFE SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",24290.0,"WILLARD QUARRIES, INC.",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",25000.0,AMERICAN CLASSIC CONSTRUCTION INC.,NATIONAL PARK SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",30187.5,ROBINS CONSTRUCTION LLP,BUREAU OF RECLAMATION
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",31524.48,BSE PERFORMANCE LLC,DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",33706.85,AMERICAN CLASSIC CONSTRUCTION INC.,DEPT OF THE AIR FORCE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",40101.3,"WILLARD QUARRIES, INC.",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",47735.35,"R.S. BRUCE, LLC",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",59130.0,MALTA READY MIX INCORPORATED,U.S. FISH AND WILDLIFE SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",61849.64,EVANS GRADER SERVICE,BUREAU OF RECLAMATION
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",64322.72,"SUNDRE SAND & GRAVEL, INC.",DEPT OF THE AIR FORCE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",99965.17,W W D CORPORATION,BUREAU OF LAND MANAGEMENT
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",110308.87,ECOLOGY MIR GROUP LLC,DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",117168.0,"CRT CRUSHING, INC",U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",136372.0,GREEN DREAM INTERNATIONAL LLC,BUREAU OF RECLAMATION
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",143250.0,CUSTOM DESIGN FABRICATORS,FOREST SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",643211.03,AMERICAN CLASSIC CONSTRUCTION INC.,DEPT OF THE NAVY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",806466.15,TDB INTERNATIONAL LTD,DEPT OF THE NAVY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERAL CONSTRUCTION MATERIALS, BULK",1938701.32,"MILLS DESIGN GROUP, L.LC.",BUREAU OF RECLAMATION
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINERALS, NATURAL AND SYNTHETIC",29390.0,"TARTER CONTRACTING, INC.",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",15600.0,WOMACK'S ENTERPRISE LLCWOMACK'S ENTERPRISE LLC,U.S. COAST GUARDU.S. COAST GUARD
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",48000.0,PATRICK ENVIRONMENTAL GROUP,DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",436089.5,"GRATECH COMPANY, LLC",DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,5366.67,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,14834.92,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,25113.01,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,0.0,BOXLEY MATERIALS COMPANY,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,3610.68,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,4015.78,"FREUND DE EL SALVADOR, S.A. DE C.V.","STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,4066.55,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,4779.63,"FREUND DE EL SALVADOR, S.A. DE C.V.","STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,5002.83,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,5785.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,7658.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,17364.21,"BRIMHALL SAND, ROCK & BUILDING MATERIALS",BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,18140.67,AMERICAN CLASSIC CONSTRUCTION INC.,BUREAU OF RECLAMATION
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,23548.84,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,24264.15,"BRIMHALL SAND, ROCK & BUILDING MATERIALS",BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,30361.25,"AMG COMPANY, INC.",BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,72500.0,LUIS POLANCO CONTRACTOR INC.,U.S. FISH AND WILDLIFE SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,74879.29,GREEN DREAM INTERNATIONAL LLC,DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS CONSTRUCTION MATERIALS,95340.0,"CALIPER CONSTRUCTION, INC.",DEPT OF THE AIR FORCE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,12252.21,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,33748.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,MISCELLANEOUS SERVICE AND TRADE EQUIPMENT,29662.52,FOREIGN AWARDEES (UNDISCLOSED),DEPT OF THE ARMY
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,NATURAL RESOURCES/CONSERVATION- OTHER,0.0,"KEVIN SAYLOR EXCAVATING, INC",BUREAU OF LAND MANAGEMENT
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,NATURAL RESOURCES/CONSERVATION- OTHER,28102.5,"GOLAT & ENGEL CUSTOM GRAVEL CRUSHING, INC.",FOREST SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,NATURAL RESOURCES/CONSERVATION- SITE PREPARATION,14000.0,"HATCHELL CONCRETE, INC.",DEPT OF THE AIR FORCE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION),150000.0,MEDVED GLOBAL INC,FOREST SERVICE
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,OTHER QC/TEST/INSPECT- MISCELLANEOUS,15549.27,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,PURCHASE OF DAMS,8921.73,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
2016M09,CONSTRUCTION SAND AND GRAVEL MINING,REPAIR OR ALTERATION OF FAMILY HOUSING FACILITIES,3844.03,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF"
